date,year,quarter,Agriculture,Forestry,Fishing,Mining,Manufacturing: food,Manufacturing: textiles,Manufacturing: wood,Manufacturing: paper,Printing,Manufacturing: coke,Manufacturing: chemicals,Manufacturing: pharmaceuticals,Manufacturing: rubber,Manufacturing: minerals,Manufacturing: metals,Manufacturing: fabricated metals,Manufacturing: computers,Manufacturing: electrical,Manufacturing: machinery,Manufacturing: motor vehicles,Manufacturing: other transport,Manufacturing: other,Machinery repair,Electricity,Water,Sewerage,Construction,Wholesale/retail: motor vehicles,Wholesale: other,Retail: other,Land transport,Water transport,Air transport,Warehousing,Postal,Accommodation/food services,Publishing,Film,Telecoms,Programming,Financial,Insurance,Other financial/insurance services,Real estate,Imputed rents,Legal/accounting,Architecture,R&D,Advertising,Other professional,Rental services,Employment services,Travel,Other office services,Public administration,Education,Health,Social work,Arts,Sports,Membership organizations,Household goods repair,Other personal services,Household employers
1995-03-31,1995,1,76.5789929824561,105.88158596491225,8.192063157894736,110.81254736842106,92.00905263157892,361.0215157894737,106.16163157894734,96.92321754385962,119.6876140350877,160.74842105263156,201.74421403508774,92.9931964912281,123.48335438596493,92.9182736842105,233.22089824561405,74.73538245614034,162.89284912280698,183.4093438596492,121.04123157894735,70.47158947368422,68.2785894736842,92.34652280701751,105.85882807017542,54.689431578947385,49.58053684210526,46.5922701754386,52.314666666666675,43.004926315789454,63.296547368421045,59.07817543859648,96.93184561403508,38.5555543859649,25.006771929824552,25.41727719298244,6.332961403508776,57.064164912280674,118.58926666666667,49.58828421052628,45.69698947368423,39.58814385964912,49.362122807017556,154.69961754385963,12.332382456140344,87.42073333333335,103.65796198280013,19.47957192982456,52.933400000000006,93.8636456140351,37.50718947368422,85.77951578947369,36.88682807017542,71.7121403508772,60.50630526315792,59.82441403508771,293.5389438596492,7.8837298245614065,14.203108771929834,8.110007017543857,169.79789473684212,25.847396491228075,75.5304350877193,47.90568070175437,60.19633684210524,0
1995-06-30,1995,2,76.57219298245613,103.8307859649123,7.088063157894723,110.98654736842104,92.17745263157894,361.7171157894737,105.55163157894738,99.31161754385965,120.26121403508769,160.46362105263162,202.2114140350877,92.85999649122806,124.52735438596493,93.29707368421053,235.524498245614,74.69778245614033,165.63444912280704,184.05294385964913,121.45283157894734,70.81318947368422,67.7145894736842,92.24892280701756,106.47442807017543,54.25023157894736,50.17213684210527,46.624270175438625,51.81306666666668,42.846526315789475,63.710547368421075,59.5145754385965,97.08944561403507,37.98715438596489,23.55717192982457,25.509277192982466,6.002161403508744,57.682164912280705,119.1660666666666,49.89508421052632,46.12338947368422,40.124143859649124,49.18292280701755,155.0392175438597,11.701582456140343,87.18553333333334,103.377424008857,18.50397192982456,51.397400000000005,95.63604561403511,36.4051894736842,81.10191578947368,36.45762807017545,70.86534035087719,61.0051052631579,59.505214035087725,292.6813438596491,7.316529824561407,13.475508771929832,7.326007017543851,172.72749473684215,25.393396491228067,74.40243508771927,48.69488070175436,60.08153684210527,0
1995-09-30,1995,3,76.44619298245613,101.89438596491227,5.878863157894735,111.20134736842105,92.26385263157896,362.3363157894737,105.20443157894738,101.58401754385963,120.57241403508775,160.16722105263153,202.83141403508768,92.50079649122806,125.77375438596495,93.69027368421055,237.49289824561404,74.69418245614034,168.34124912280703,184.70254385964907,121.84883157894737,71.1531894736842,67.15338947368423,92.45692280701756,106.77402807017546,53.63343157894735,50.62173684210527,46.6410701754386,51.20106666666668,42.60332631578945,64.05894736842104,59.68697543859649,97.22544561403508,38.00195438596491,22.440371929824543,25.57927719298244,5.078961403508771,58.46136491228069,119.75886666666668,50.23628421052633,46.772189473684215,40.53454385964912,48.94492280701753,155.48001754385965,11.047582456140354,86.88193333333334,103.01700614885603,17.69557192982456,48.98699999999999,97.72084561403504,35.46918947368422,77.58711578947367,36.50802807017547,70.73134035087719,61.762305263157884,59.182414035087696,291.47894385964906,6.576929824561404,12.819108771929827,6.475207017543859,175.88829473684214,24.902196491228086,73.26923508771928,49.45848070175439,60.48593684210528,0
1995-12-31,1995,4,76.59579298245615,100.3895859649123,4.818863157894732,111.49494736842105,92.26905263157894,363.3283157894738,104.36683157894736,102.92561754385967,120.62201403508774,159.21602105263162,203.28061403508775,91.81839649122807,127.04015438596487,93.67347368421052,239.57329824561404,74.62218245614035,170.73404912280702,185.10294385964912,122.0180315789474,71.29078947368421,66.12938947368421,92.55172280701755,106.46402807017546,52.84263157894736,51.16013684210528,46.44787017543858,50.61306666666667,41.970526315789485,64.09334736842106,59.6801754385965,97.17464561403509,36.705954385964915,21.70197192982458,25.26607719298248,4.0921614035087615,59.141364912280714,120.09846666666671,50.533084210526326,47.56098947368419,40.73094385964914,48.19092280701754,155.28761754385962,10.114382456140348,86.77193333333334,102.89541932502249,16.87397192982457,46.268599999999985,99.91804561403508,34.43798947368422,74.17711578947367,36.678428070175414,71.0873403508772,62.292305263157886,58.887614035087715,290.09254385964914,6.061729824561418,12.34910877192982,5.7332070175438545,178.92469473684207,24.46019649122806,72.72243508771928,49.9580807017544,60.72233684210525,0
1996-03-31,1996,1,77.4389929824561,99.31158596491225,7.742063157894741,111.50254736842106,92.86905263157894,354.0515157894737,103.75163157894734,104.50321754385962,119.9876140350877,156.73842105263157,200.53421403508773,91.6631964912281,128.03335438596494,94.89827368421051,235.69089824561405,75.97538245614034,170.652849122807,182.3193438596492,121.64123157894734,72.86158947368422,67.0485894736842,93.27652280701751,106.67882807017541,54.049431578947384,53.86053684210526,48.4822701754386,52.274666666666675,44.34492631578946,65.91654736842104,61.528175438596485,97.17184561403509,38.2355543859649,23.816771929824554,28.047277192982435,6.782961403508779,61.634164912280674,119.85926666666668,53.02828421052629,50.976989473684235,43.55814385964912,50.20212280701755,152.9096175438596,13.122382456140343,87.59073333333335,104.45371262539413,19.549571929824566,46.01340000000001,102.33364561403509,36.76718947368422,71.68951578947369,39.60682807017542,72.94214035087721,64.64630526315791,60.66441403508772,280.61894385964916,9.483729824561408,15.633108771929834,8.860007017543857,179.52789473684211,27.357396491228076,74.90043508771929,52.21568070175437,62.896336842105235,0
1996-06-30,1996,2,77.39219298245614,98.1607859649123,6.6880631578947245,111.86654736842104,92.97745263157896,355.5171157894737,103.24163157894738,105.24161754385965,120.32121403508768,156.2036210526316,202.10141403508769,91.13999649122806,130.06735438596496,95.68707368421053,236.91449824561403,76.26778245614034,172.87444912280702,182.95294385964914,121.84283157894734,73.33318947368423,66.6845894736842,93.72892280701757,107.21442807017543,53.36023157894736,54.87213684210526,48.61427017543862,51.92306666666668,44.30652631578947,65.94054736842108,61.9045754385965,97.19944561403507,37.397154385964896,22.617171929824565,28.049277192982473,6.452161403508747,62.2721649122807,120.2760666666666,53.35508421052632,52.523389473684226,44.11414385964912,50.052922807017545,153.0292175438597,12.531582456140342,88.18553333333334,105.16182884472501,19.013971929824564,44.607400000000005,104.71604561403511,36.4151894736842,68.2719157894737,39.27762807017545,73.2653403508772,65.54510526315791,60.935214035087725,279.2613438596491,9.126529824561409,15.465508771929827,8.43600701754385,182.93749473684215,27.143396491228067,76.94243508771928,52.37488070175436,63.39153684210527,0
1996-09-30,1996,3,77.40619298245613,96.89438596491227,5.548863157894729,112.12134736842106,93.00385263157895,356.77631578947364,103.26443157894738,106.08401754385963,120.49241403508775,155.39722105263155,203.58141403508768,90.81079649122806,132.12375438596496,96.25027368421054,237.47289824561403,76.55418245614034,175.11124912280704,183.99254385964906,121.97883157894736,73.8031894736842,66.38338947368423,94.51692280701755,107.87402807017546,52.57343157894736,55.82173684210527,48.771070175438595,51.561066666666676,44.24332631578945,65.92894736842103,62.01697543859649,97.31544561403508,37.10195438596491,22.290371929824545,28.009277192982438,5.54896140350877,62.93136491228069,120.68886666666667,53.73628421052633,54.272189473684215,44.86454385964912,49.75492280701752,153.58001754385964,11.957582456140358,88.73193333333333,105.81405194829902,18.565571929824557,44.21699999999999,106.86084561403504,36.12918947368422,65.22711578947369,39.288028070175464,74.2113403508772,67.03230526315788,61.24241403508769,277.92894385964905,8.616929824561403,15.29910877192983,7.915207017543864,186.84829473684212,26.932196491228083,79.51923508771928,52.83848070175439,64.25593684210529,0
1996-12-31,1996,4,77.74579298245614,95.8595859649123,4.558863157894727,112.32494736842105,92.98905263157894,357.8083157894737,103.24683157894736,106.72561754385967,120.64201403508774,153.8060210526316,204.43061403508776,90.56839649122807,133.87015438596487,96.18347368421053,238.30329824561403,76.66218245614036,177.44404912280703,185.53294385964912,121.97803157894741,74.18078947368421,65.62938947368421,95.19172280701756,108.24402807017546,51.70263157894736,56.88013684210528,48.80787017543858,51.26306666666667,43.85052631578949,65.87334736842107,62.0201754385965,97.35464561403509,35.54595438596492,22.751971929824585,27.566077192982476,4.67216140350876,63.571364912280714,120.9384666666667,54.073084210526325,55.80098947368419,45.670943859649135,48.85092280701754,153.9976175438596,11.144382456140349,89.04193333333333,106.1938763975455,17.953971929824576,44.60859999999999,108.73804561403509,35.59798947368422,62.61711578947368,39.15842807017542,75.4173403508772,68.57230526315789,61.387614035087715,276.6125438596491,8.361729824561415,15.13910877192982,7.343207017543854,191.01469473684207,26.76019649122806,82.42243508771928,53.5280807017544,64.66233684210525,0
1997-03-31,1997,1,79.1989929824561,93.95158596491225,8.112063157894738,112.37254736842107,93.18905263157893,346.35151578947364,105.40163157894733,107.13321754385963,119.3276140350877,149.96842105263156,199.40421403508773,90.5931964912281,133.44335438596494,96.09827368421051,233.45089824561404,78.26538245614034,173.722849122807,180.7593438596492,122.01123157894735,75.45158947368421,67.33858947368421,95.65652280701751,110.70882807017541,52.909431578947384,59.590536842105266,51.672270175438605,52.80466666666668,46.30492631578946,67.75654736842104,64.06817543859648,97.29184561403508,36.7455543859649,28.13677192982456,30.69727719298244,7.7529614035087775,67.01416491228068,119.33926666666667,56.55828421052629,58.56698947368423,48.008143859649124,50.81212280701756,153.35961754385963,14.632382456140341,88.68073333333335,104.81059573235913,21.099571929824563,45.87340000000001,108.2436456140351,37.66718947368422,60.62951578947369,41.87682807017542,77.1021403508772,73.77630526315792,63.25441403508771,267.12894385964916,12.103729824561405,19.26310877192983,11.320007017543865,187.66789473684213,29.707396491228074,83.48043508771929,58.35568070175437,65.38633684210524,0
1997-06-30,1997,2,79.57219298245613,91.98078596491229,8.158063157894723,112.69654736842104,92.92745263157894,345.52711578947367,106.50163157894737,108.30161754385965,119.18121403508769,148.3336210526316,198.60141403508769,90.21999649122806,133.94735438596496,95.60707368421053,233.29449824561402,79.27778245614033,173.25444912280705,182.50294385964912,123.48283157894734,76.10318947368422,67.55458947368419,94.81892280701757,113.71442807017543,52.18023157894736,60.06213684210527,52.414270175438624,52.683066666666676,46.706526315789475,68.15054736842107,64.4345754385965,97.32944561403508,36.09715438596489,29.33717192982457,30.87927719298247,8.852161403508745,68.7821649122807,118.6660666666666,56.98508421052632,58.47338947368422,47.71414385964912,50.95292280701754,155.31921754385968,14.641582456140341,88.30553333333334,104.365249209572,21.043971929824565,45.40740000000001,107.49604561403511,37.185189473684204,58.44191578947369,41.917628070175454,77.3453403508772,76.1251052631579,63.535214035087726,265.6813438596491,11.956529824561407,19.565508771929835,11.526007017543854,187.29749473684214,29.42339649122807,82.98243508771928,61.204880701754355,64.58153684210527,0
